barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,id,productivity_1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,302,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,304,20
1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,1,0,1,-1,305,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,40
0,1,0,1,0,2,-2,-1,1,0,0,-1,-2,-1,0,0,307,20
1,0,0,0,-1,-1,-1,2,0,0,-1,1,0,1,0,1,308,30
0,-1,0,-1,-1,-1,-2,-1,-1,-2,-1,-1,0,0,0,0,309,0
0,-1,-1,-1,-1,0,-1,-1,-1,1,0,-2,-1,-1,-1,0,310,0
0,-1,1,0,0,1,0,0,0,-1,0,0,1,0,0,0,311,-20
-1,0,0,0,1,0,1,0,0,0,2,-1,0,-1,0,1,312,-20
1,-2,0,2,1,-2,0,1,-1,2,2,1,-2,0,1,-2,313,30
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,314,20
0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,1,315,10
-1,-2,-1,0,-1,-2,-2,-1,-2,-1,0,-1,-2,0,-2,1,316,-30
0,0,0,0,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,317,40
1,2,1,0,1,1,2,1,2,1,1,0,2,2,1,1,318,20
-2,0,0,1,1,1,1,0,-1,0,-1,-1,-2,1,0,-2,319,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,30
1,0,0,1,-2,-1,0,0,0,-1,1,0,0,0,0,0,321,10
1,2,1,0,2,1,1,0,0,1,2,0,1,1,1,2,322,20
1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,323,20
1,1,1,0,0,1,0,1,1,1,2,1,1,1,2,1,324,30
2,1,1,2,1,1,2,0,2,1,2,1,2,1,2,1,325,20
1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,326,40
2,1,1,2,2,2,1,1,0,2,1,1,2,0,1,1,327,30
2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,328,10
0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,329,0
1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,330,30
1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,331,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,50
0,0,-2,-1,-2,-1,-2,0,-1,0,0,0,0,-2,0,-2,333,-40
1,2,0,1,1,0,2,1,1,2,1,1,1,1,0,2,334,40
0,0,0,1,1,0,-2,1,1,-1,1,1,0,1,0,0,335,30
2,2,1,1,-1,1,1,1,1,1,2,2,2,1,2,2,336,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,-10
0,-1,-2,-1,0,1,2,2,2,-1,0,0,-1,1,1,0,338,30
1,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,339,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,50
0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,341,10
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,10
-2,1,2,1,1,2,-1,-2,0,-2,2,1,1,-1,2,1,345,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,30
0,1,1,-1,0,1,-1,1,0,0,1,0,1,0,1,1,347,30
-1,0,1,1,0,-2,0,-1,1,-1,0,0,1,1,-1,-1,348,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349,30
2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,350,50
1,2,1,0,0,1,1,1,2,2,1,2,2,1,2,2,351,10
0,-2,-1,-1,0,0,0,0,0,1,0,0,0,0,1,0,352,-10
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,353,50
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,354,0
2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,355,50
1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,356,20
1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,357,40
1,1,-1,-1,0,-1,-1,-1,-1,-1,1,0,1,0,1,1,358,30
0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,359,0
0,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0,1,360,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,361,40
-1,-1,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,362,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,364,20
0,0,0,1,1,2,1,0,2,0,1,0,1,0,2,1,365,-20
0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,366,-50
0,2,1,1,-1,0,1,1,2,1,0,2,-1,0,1,-2,367,40
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0
1,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,369,0
0,0,1,0,0,-1,0,0,-2,-2,0,0,0,0,-2,-1,370,20
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,371,10
0,1,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,372,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,-10
2,0,0,1,1,2,1,0,2,0,2,2,-2,2,2,2,374,50
1,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,375,-10
-1,0,-1,0,-1,0,0,1,-2,-2,-1,-1,-1,-2,0,0,376,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,20
0,-1,0,1,0,-1,0,-1,-2,0,0,-1,1,-1,-1,0,378,-30
0,-1,0,1,0,-1,-2,2,0,1,-2,1,0,0,0,0,379,10
1,1,1,-1,0,-1,-2,0,0,1,1,0,1,-1,1,-1,380,20
2,2,0,-1,-1,0,-1,-1,0,-1,0,1,-1,0,0,2,381,50
1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,2,382,40
-1,-2,-1,1,0,1,0,-1,0,-1,-1,0,1,0,-1,0,383,10
1,2,1,0,0,1,-1,0,0,-1,1,0,0,-1,1,1,384,20
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,385,50
-1,-1,0,0,-2,1,1,0,1,0,0,0,-1,0,1,-1,386,10
0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,387,30
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,388,10
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,389,50
1,1,1,0,0,2,0,-1,1,0,0,0,0,-1,0,0,390,20
1,0,0,-2,-1,-1,0,-1,-2,-1,1,0,-2,1,-1,0,391,-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0
0,0,0,-1,0,-2,-1,0,1,0,0,-1,0,0,0,0,393,0
0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,394,20
1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,395,20
0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,396,0
0,0,-1,-1,-1,0,-1,-1,0,-2,-2,-1,1,0,0,1,397,20
0,-1,-2,2,0,-2,0,1,-1,0,0,-1,1,1,0,-1,398,40
0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,399,50
0,1,1,-2,1,0,0,0,-1,-2,0,-2,-1,-2,0,-2,400,20
2,1,0,1,2,1,1,0,2,1,0,0,1,2,0,1,401,40
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,402,50
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,403,0
1,0,2,1,1,0,0,0,-1,2,1,1,2,1,2,2,404,0
1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,405,30
1,-1,0,1,-1,1,-1,1,-1,1,1,1,2,0,1,1,406,30
0,0,0,1,0,1,0,-2,0,-1,0,1,-1,0,1,1,407,50
0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,408,30
0,0,0,-1,-1,0,-2,0,0,0,1,-1,0,0,0,0,409,20
0,0,1,0,1,2,-1,-1,0,0,1,1,1,0,0,1,410,30
0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,411,20
0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,412,20
0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,413,50
-2,-2,-1,0,0,0,-1,-1,0,-1,0,0,0,-1,0,0,414,10
0,-1,-1,0,0,0,-1,-1,-2,-1,0,0,0,0,0,0,415,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,30
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,417,40
0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,418,-20
1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,419,20
0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,420,50
0,0,0,0,0,1,-1,0,0,1,1,1,1,0,0,0,421,40
0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,422,0
2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,423,50
0,-1,0,-2,-1,-1,-2,0,-1,-2,0,0,1,0,-1,1,424,-30
0,-1,0,-1,1,0,-1,-1,1,0,1,0,0,1,0,1,425,10
1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,426,10
0,-2,-2,0,0,1,0,1,0,-2,-1,2,-1,0,-1,0,427,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,428,0
0,-2,0,-1,-2,1,-2,0,0,-1,-1,0,-2,0,0,1,429,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,50
2,0,0,0,0,0,0,0,0,0,-1,0,-2,0,0,0,431,50
1,0,1,1,0,1,2,1,2,1,1,2,2,2,1,1,432,40
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,433,20
-1,0,1,1,1,1,-1,0,0,0,0,1,0,0,0,1,434,40
0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,435,-20
1,0,1,1,1,1,0,-1,1,1,1,1,2,1,2,1,436,30
1,0,1,-1,0,1,0,0,-1,0,0,1,-1,0,1,1,437,20
2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,438,50
0,1,1,0,2,0,0,0,1,2,1,0,0,1,0,0,439,30
-1,-1,2,2,-2,-2,2,-2,1,2,-1,1,-2,-1,2,2,440,-20
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,441,50
1,2,0,1,-1,1,2,-1,1,1,1,0,0,0,0,-1,442,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,20
0,1,-1,1,1,0,1,0,0,0,0,0,0,1,1,2,444,10
1,0,0,-1,0,0,-1,1,1,0,-1,0,0,0,-1,1,445,-10
1,1,0,1,0,1,0,0,1,1,1,1,2,1,0,1,446,20
-1,-1,-1,-1,1,-1,-1,1,0,-1,1,0,1,0,0,1,447,0
1,2,0,-1,-1,0,-1,-1,-1,-1,0,0,1,2,1,1,448,10
0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,449,50
2,1,0,2,1,0,2,1,2,1,0,1,1,2,1,0,450,50
0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,451,0
0,-1,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,452,-10
-1,-1,0,0,-2,-1,0,-1,1,-1,0,0,1,-2,0,0,453,30
1,0,1,0,0,0,0,0,-1,0,1,1,1,0,1,1,454,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0
1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,0,458,20
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,459,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0
-1,1,1,0,0,0,-1,-1,0,0,1,0,-1,0,1,0,461,0
0,0,0,0,0,0,0,0,0,-2,0,-1,-2,1,0,0,462,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,463,-20
0,0,1,-1,-1,1,0,2,0,0,-1,1,0,-2,2,2,464,40
-1,-1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,465,30
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,466,0
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,467,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0
0,0,1,1,1,2,0,-1,1,0,0,2,2,1,0,2,469,20
0,1,0,1,0,0,1,0,0,0,0,-2,0,0,0,0,470,0
-1,0,1,-2,0,-1,-1,0,-1,0,-1,0,0,0,0,0,471,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,50
0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,473,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,475,30
0,1,-1,-1,-1,-1,-2,-2,-1,1,0,-1,2,-1,1,-2,476,30
-1,0,1,2,1,1,0,0,0,1,1,1,2,0,0,-1,477,50
1,0,0,1,0,0,1,1,0,2,2,1,1,0,1,2,478,40
1,0,1,1,2,1,0,-1,-1,0,-1,1,0,2,1,2,479,20
0,0,0,1,1,0,-1,0,0,0,-2,-1,2,-1,0,0,480,0
0,1,1,0,0,0,0,0,1,-1,0,-1,1,-1,-2,2,481,0
2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,482,30
1,1,2,1,0,0,0,1,1,0,0,1,-1,0,0,1,483,-10
-2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-1,0,0,0,0,0,484,0
-1,0,1,0,1,2,1,0,1,0,1,0,-1,0,0,1,485,30
2,0,1,0,0,0,0,-1,0,0,0,0,-1,0,1,1,486,0
0,0,0,0,0,1,-1,0,0,0,1,0,1,1,2,0,487,30
-1,0,-1,1,1,0,1,1,0,1,1,0,1,0,1,1,488,10
0,-1,0,1,0,1,0,0,-1,0,0,0,1,0,0,1,489,50
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,490,-20
0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,1,491,0
-2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-1,-2,-1,-2,492,-50
1,2,2,2,1,2,1,-1,-1,0,-1,2,2,2,1,2,493,20
1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,494,50
-2,2,-2,0,-2,0,-2,-2,2,0,0,0,0,0,0,0,495,30
0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,496,0
-1,-1,0,0,0,0,1,1,0,1,1,1,2,1,0,2,497,30
0,0,0,0,0,0,0,-1,0,0,-1,1,-2,0,0,0,498,0
1,0,0,1,0,-1,-1,0,0,0,1,1,1,1,0,0,499,30
0,-1,0,0,1,0,1,1,1,-1,-1,1,1,0,0,0,500,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,502,0
0,0,0,-1,0,1,0,0,0,-2,0,0,-1,0,0,-1,503,30
1,-1,1,-1,0,-1,-1,2,0,0,-1,0,0,0,0,-1,504,0
-2,1,0,2,1,0,0,-1,1,-1,0,-2,-2,1,1,1,505,50
0,0,1,-1,0,1,0,-1,-1,0,1,1,-2,-1,2,0,506,-20
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,507,20
0,0,1,0,0,1,-2,0,0,0,0,-1,0,0,0,0,508,30
0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,509,20
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,510,-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0
-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,512,40
1,1,0,0,0,1,2,1,1,2,0,1,2,1,1,0,513,40
0,1,0,2,0,0,0,0,0,0,0,1,1,0,2,0,514,50
0,0,1,2,1,1,2,2,1,1,2,2,2,2,1,2,515,20
0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,516,30
0,1,2,1,1,1,2,0,1,1,1,1,1,1,1,1,517,30
0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,0,-1,518,20
2,0,0,-1,0,0,-1,0,0,0,0,1,-2,0,0,2,519,50
0,-2,-2,-2,0,-2,-2,0,-2,0,1,2,-1,0,0,-1,520,20
0,0,0,1,1,-1,-1,0,0,-1,1,-1,1,0,0,1,521,20
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,522,30
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,523,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0
-1,1,1,-1,-1,1,-2,1,1,-1,1,1,0,1,1,1,525,50
0,-1,0,-1,1,1,0,-1,0,0,0,1,-1,-1,2,0,526,20
0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,1,527,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0
0,1,1,1,0,0,0,-1,0,0,0,1,0,1,0,1,529,50
0,-1,0,0,0,0,-2,-2,-1,0,1,1,0,0,1,-2,530,50
-1,0,-2,-2,2,0,-1,-1,0,-1,-2,0,-2,-1,-1,-1,531,30
1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,532,20
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,533,30
0,0,0,-2,0,0,-1,0,-2,0,-2,-1,-1,0,-2,1,534,30
2,1,2,2,0,0,0,0,1,0,1,1,1,1,1,1,535,40
0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,536,40
2,1,1,2,2,1,0,2,0,1,2,2,2,1,0,1,537,50
0,1,1,0,1,0,1,0,-1,0,1,0,0,2,0,0,538,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,-20
0,0,0,1,1,1,0,0,0,0,1,-2,-1,1,0,2,540,0
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,541,0
0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,542,50
0,0,0,0,0,-2,0,0,0,-1,0,-1,0,0,0,0,543,-20
-1,1,1,0,1,1,0,0,0,-1,0,-1,-1,0,1,0,544,0
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,545,40
-1,-1,-2,0,0,0,0,0,0,-1,1,1,0,1,0,0,546,30
1,1,1,0,2,1,1,0,1,0,0,1,1,0,2,1,547,50
1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,548,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,50
1,0,1,1,2,1,1,2,1,2,1,1,2,1,2,2,550,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,50
-1,-1,-1,1,1,-1,-2,2,-2,1,-1,-1,1,0,0,1,552,-30
1,0,-1,0,1,0,1,1,1,0,0,1,-1,0,1,0,553,40
0,-1,-2,0,-2,-1,0,1,-1,1,0,0,-1,-2,-2,2,554,30
0,1,0,0,0,0,-1,1,1,0,1,1,0,0,0,0,555,30
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,556,50
0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,557,-10
1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,558,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,50
1,0,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,560,30
0,-1,-1,1,0,1,-2,0,-1,0,-2,-1,1,0,1,-1,561,-10
0,0,1,2,0,1,0,-2,2,0,1,1,0,2,1,1,562,40
0,0,-2,-2,-1,-2,0,-1,-2,-2,-2,0,0,-2,0,0,563,20
1,1,0,2,1,0,1,2,0,2,1,1,1,0,2,2,564,0
1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,565,30
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,566,40
1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,1,0,1,567,30
0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,568,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,50
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,570,-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,571,0
0,0,1,1,2,1,-2,-2,2,1,1,2,1,0,0,0,572,-10
1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,573,30
0,-2,0,-2,0,-2,-1,-1,0,1,-1,0,0,0,-1,0,574,0
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,575,20
-1,-1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,576,20
0,1,1,0,-1,0,1,1,-2,1,-1,1,0,1,-1,0,577,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,50
2,1,2,2,2,-1,0,0,0,0,-1,2,2,0,2,0,579,-10
1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,580,0
1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,581,40
1,1,0,1,1,0,0,1,0,1,2,2,1,2,1,2,582,20
0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,583,0
1,0,-2,-2,-1,-1,-2,-1,0,-1,-2,-2,0,-2,0,0,584,-30
2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,585,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,10
0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,588,0
0,-1,0,-1,0,-1,1,0,0,0,0,0,1,0,-1,-1,589,0
0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,590,10
0,1,1,2,1,0,1,0,1,0,2,0,2,1,1,2,591,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,30
0,-1,1,2,0,0,-2,1,0,0,-1,-2,0,0,1,0,593,-20
0,1,-1,-1,0,0,-1,1,0,1,-1,-1,1,0,0,0,594,20
0,0,0,-1,-2,-1,-1,0,0,-1,-2,1,-1,0,1,2,595,40
2,2,2,2,2,2,2,2,1,0,0,2,0,0,-2,-1,596,50
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,597,50
2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,2,598,50
1,0,0,-1,-1,0,1,1,1,0,-1,0,0,1,1,0,599,20
0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,600,10
0,0,0,-2,0,0,-2,0,0,0,0,-1,0,0,-2,0,601,0
0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,602,0
0,1,0,-1,0,1,0,0,1,-1,0,0,1,0,1,-1,603,-10
2,1,1,0,1,2,1,0,0,1,2,1,1,0,2,-1,604,40
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,605,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,-50
